Date,Symbol,Company,Price,Insider Name,Insider Position,Buy/Sell,Insider Trading Shares,Shares Change,Price.1,Price Change Since Insider Trade (%),Dividend Yield %
2018-11-28,PLXS,Plexus Corp,91.19,BOER RALF R,Director,S,91,-9.33,60.5,50.73,0.0
2018-11-28,CARG,CarGurus Inc,37.9,Kaufer Stephen,Director,S,37,-19.58,39.29,-3.54,0.0
2018-11-28,CATM,Cardtronics PLC,39.01,Arnoult J Tim,Director,S,39,-22.51,31.54,23.68,0.0
2018-11-28,VC,Visteon Corp,120.8,Yassini-Fard Rouzbeh,Director,P,120,100.0,75.57,59.85,0.0
2018-11-28,PLBC,Plumas Bancorp,35.5,Kenny Richard Francis,Director,P,35,32.55,23.5,51.06,1.57
2018-11-28,TTSH,Tile Shop Holdings Inc,7.71,KRASNOW TODD,Director,S,7,-24.35,6.06,27.23,0.0
2018-11-28,ALRM,Alarm.com Holdings Inc,83.08,Valenzuela Steve,CFO,S,83,-11.69,49.0,69.55,0.0
2018-11-28,CECE,CECO Environmental Corp,6.57,Liner David B,Director,P,6,15.22,7.86,-16.41,0.0
2018-11-28,AGM,Federal Agricultural Mortgage Corp,126.52,Covington John Curtis,EVP - Agricultural Finance,S,126,-13.24,66.41,90.51,2.71
2018-11-28,RP,RealPage Inc,88.72,Chaney William P,EVP Chief Product Officer,S,88,-33.43,50.04,77.3,0.0
2018-11-28,QDEL,Quidel Corp,152.5,BRYANT DOUGLAS C,President & CEO,S,152,-5.77,61.17,149.31,0.0
2018-11-28,RNG,RingCentral Inc,229.8,Sipes David,COO,S,229,-2.9,77.91,194.96,0.0
2018-11-28,SHOO,Steven Madden Ltd,49.33,Randall Richard P,Director,S,49,-4.21,31.28,57.7,0.91
2018-11-28,RNG,RingCentral Inc,229.8,Shah Praful,Chief Strategy Officer,S,229,-0.59,75.54,204.21,0.0
2018-11-28,ILMN,Illumina Inc,379.34,FLATLEY JAY T,Director,S,379,-0.87,321.8,17.88,0.0
2018-11-28,WMT,Walmart Inc,142.39,WALTON ALICE L,10% Owner,S,142,-0.19,95.26,49.48,1.53
2018-11-28,WMT,Walmart Inc,142.39,WALTON JIM C,10% Owner,S,142,-0.19,95.26,49.48,1.53
2018-11-28,EQR,Equity Residential,86.04,Manelis Michael L,Executive Vice President,S,86,-55.83,69.77,23.32,2.8
2018-11-28,WMT,Walmart Inc,142.39,WALTON S ROBSON,"Director, 10% Owner",S,142,-0.19,95.26,49.48,1.53
2018-11-28,USCR,US Concrete Inc,73.99,Rayner Robert Martin,Director,P,73,9.43,38.57,91.83,0.0
2018-11-28,HOLX,Hologic Inc,75.33,Stamoulis Christiana,Director,S,75,-27.45,44.5,69.28,0.0
2018-11-28,CCF,Chase Corp,108.03,Feroldi Kenneth James,CFO/Treasurer,S,108,-6.43,110.85,-2.54,0.74
2018-11-28,MASI,Masimo Corp,303.29,Sampath Anand,COO,S,303,-72.69,110.0,175.72,0.0
2018-11-28,A,Agilent Technologies Inc,164.3,Gonsalves Rodney,"V.P., Corporate Controller",S,164,-4.18,71.06,131.21,0.48
2018-11-28,CLDR,Cloudera Inc,15.99,Olson Michael,Chief Strategy Officer,S,15,-1.15,12.04,32.81,0.0
2018-11-28,WK,Workiva Inc,142.36,Katz Eugene S,Director,S,142,-22.65,36.13,294.02,0.0
2018-11-28,SHAK,Shake Shack Inc,81.93,Flug Jeffrey,"Director, 10% Owner",S,81,-25.38,51.98,57.62,0.0
2018-11-28,JBGS,JBG SMITH Properties,29.81,YALE UNIVERSITY,Director,S,29,-3.23,39.12,-23.8,3.02
2018-11-28,AMD,Advanced Micro Devices Inc,155.41,KUMAR DEVINDER,"SVP, CFO & Treasurer",S,155,-6.99,21.25,631.34,0.0
2018-11-28,NDLS,Noodles & Co,11.55,PUBLIC SECTOR PENSION INVESTME,10% Owner,S,11,-29.87,8.9,29.78,0.0
2018-11-28,AVNS,Avanos Medical Inc,32.47,Woody Joseph Fralin,CEO,P,32,16.24,43.35,-25.1,0.0
2018-11-28,CIEN,Ciena Corp,60.77,MOYLAN JAMES E JR,"SVP Finance, CFO",S,60,-0.56,31.74,91.46,0.0
2018-11-28,RDFN,Redfin Corp,44.17,Wiener Adam,Chief Growth Officer,S,44,-1.73,16.15,173.5,0.0
2018-11-28,CRVL,CorVel Corp,195.35,JESSUP R JUDD,Director,S,195,-4.58,65.89,196.48,0.0
2018-11-28,BOKF,BOK Financial Corp,105.99,BANGERT STEVEN,Director,S,105,-0.6,84.4,25.58,1.98
2018-11-28,OVLY,Oak Valley Bancorp,17.46,Martin Ronald C.,Director,S,17,-0.5,18.88,-7.52,1.66
2018-11-28,MDSO,Medidata Solutions Inc,92.22,Bergmann Rouven,CFO,S,92,-11.25,75.0,22.96,0.0
2018-11-28,WLMS,Williams Industrial Services Group Inc,3.57,BROWN DAVID A B,Director,P,3,32.76,2.22,60.81,0.0
2018-11-28,EEX,Emerald Holding Inc,4.18,Charles William,Chief Information Officer,S,4,-44.88,12.0,-65.17,0.0
2018-11-28,ACGL,Arch Capital Group Ltd,42.06,Posner Brian S,Director,P,42,20.0,25.05,67.9,0.0
2018-11-28,JBT,John Bean Technologies Corp,173.61,Fernandez Carlos,"EVP & President, Liquid Foods",S,173,-5.81,80.56,115.5,0.23
2018-11-28,MTDR,Matador Resources Co,40.75,Baribault Reynald,Director,P,40,2.85,21.75,87.36,0.3
2018-11-28,BKYI,BIO-key International Inc,2.73,Michel Robert J,Director,P,2,76.09,1.27,114.96,0.0
2018-11-28,UNH,UnitedHealth Group Inc,440.0,WILENSKY GAIL R,Director,S,440,-9.0,279.77,57.27,1.23
2018-11-28,UNH,UnitedHealth Group Inc,440.0,BURKE RICHARD T,Director,S,440,-0.34,281.72,56.18,1.23
2018-11-28,MNRO,Monro Inc,60.11,MELLOR ROBERT E,Director,S,60,-50.35,80.51,-25.34,1.56
2018-11-28,MTDR,Matador Resources Co,40.75,Robinson Bradley M,"CTO, EVP-Reservoir Engineering",P,40,0.66,21.68,87.96,0.3
2018-11-28,NDLS,Noodles & Co,11.55,"Mill Road Capital II, L.P.",10% Owner,S,11,-27.83,8.9,29.78,0.0
2018-11-28,LTXB,LegacyTexas Financial Group Inc,42.54,Fisk George A.,Director,S,42,-2.03,39.0,9.08,2.28
2018-11-28,IT,Gartner Inc,334.55,Kranich Robin B,"EVP, Human Resources",S,334,-20.57,149.24,124.17,0.0
2018-11-28,UI,Ubiquiti Inc,297.05,SEGE RONALD,Director,S,297,-100.0,110.19,169.58,0.66
2018-11-28,QTRX,Quanterix Corp,46.12,DRISCOLL JOSEPH,CFO,S,46,-82.01,17.8,159.1,0.0
2018-11-28,HFWA,Heritage Financial Corp,24.94,VANCE BRIAN L,Director,S,24,-11.25,34.56,-27.84,3.23
2018-11-28,BGNE,BeiGene Ltd,364.54,OYLER JOHN,CEO,S,364,-0.04,143.66,153.75,0.0
2018-11-28,KRMD,Repro-Med Systems Inc,3.4,Manko Joseph M. Jr.,"Director, 10% Owner",P,3,0.12,1.4,142.86,0.0
2018-11-28,PSXP,Phillips 66 Partners LP,34.78,O'Toole Joseph,Director,P,34,40.0,46.96,-25.94,10.04
2018-11-28,PRI,Primerica Inc,155.91,Rand Alison S.,Executive VP and CFO,S,155,-8.75,113.03,37.94,1.16
2018-11-28,PACW,PacWest Bancorp,47.68,PIECZYNSKI JAMES,Executive Vice President,P,47,6.12,39.72,20.04,2.11
2018-11-28,WLTW,Willis Towers Watson PLC,232.8,Aubert Nicolas,Head of Great Britain,S,232,-65.78,160.0,45.5,1.26
2018-11-28,LIVC,Live Current Media Inc,0.34975,Vahabzadeh Amir,Director,P,0,0.08,0.06,482.92,0.0
2018-11-28,RGA,Reinsurance Group of America Inc,105.73,Laughlin John P Jr,EVP,S,105,-6.42,148.13,-28.62,2.67
2018-11-28,MMI,Marcus & Millichap Inc,46.85,MARCUS GEORGE M,"Director, 10% Owner",S,46,-0.65,37.03,26.52,0.0
2018-11-28,NNN,National Retail Properties Inc,46.66,Bayer Paul Eugene,Executive Officer,S,46,-3.41,49.58,-5.89,4.51
2018-11-28,MMI,Marcus & Millichap Inc,46.85,Phoenix Investments Holdings L,10% Owner,S,46,-0.65,37.03,26.52,0.0
2018-11-28,MAN,ManpowerGroup Inc,99.27,DOWNE WILLIAM,Director,P,99,21.9,81.21,22.24,2.45
2018-11-28,ARW,Arrow Electronics Inc,126.22,Morris Mary Catherine,Chief Strategy Officer,S,126,-41.76,75.0,68.29,0.0
2018-11-28,CTT,CatchMark Timber Trust Inc,8.34,MOSS DONALD S,Director,P,8,13.43,8.37,-0.36,6.48
2018-11-28,BASXQ,Basic Energy Services Inc,0.0002,Ascribe Capital LLC,10% Owner,P,0,1.13,6.09,-100.0,0.0
2018-11-28,MTSC,MTS Systems Corp,58.49,GRAVES JEFFREY A,President and CEO,P,58,3.87,45.98,27.21,0.51
2018-11-28,AMT,American Tower Corp,260.98,Puech Olivier,"EVP & President, LatAm & EMEA",S,260,-37.36,161.87,61.23,1.91
2018-11-28,MTBC,CareCloud Inc,7.19,SNYDER STEPHEN ANDREW,CEO,S,7,-16.03,5.04,42.66,0.0
2018-11-28,ADUS,Addus HomeCare Corp,100.37,POFF BRIAN,CFO,S,100,-21.96,73.76,36.08,0.0
2018-11-28,NYNY,Empire Resorts Inc,9.75,PEARLMAN EMANUEL R,Executive Chairman,S,9,-1.32,14.33,-31.96,0.0
2018-11-28,WYY,WidePoint Corp,4.4,Kang Jin,CEO,P,4,1.04,0.49,797.96,0.0
2018-11-28,EAT,Brinker International Inc,38.55,PROVOST STEVE,"EVP, Chief Mktg-Innov Officer",S,38,-30.3,51.0,-24.41,0.0
2018-11-28,MPW,Medical Properties Trust Inc,21.67,Aldag Edward K JR,"Chairman, President & CEO",S,21,-2.25,16.78,29.14,5.12
2018-11-28,TTSH,Tile Shop Holdings Inc,7.71,KRASNOW TODD,Director,P,7,24.35,6.06,27.23,0.0
2018-11-28,HDP,Hortonworks Inc,14.68,Reasoner Scott,See Remarks,S,14,-3.22,15.69,-6.44,0.0
2018-11-28,OHI,Omega Healthcare Investors Inc,29.19,Ritz Michael,Chief Accounting Officer,S,29,-49.37,37.0,-21.11,9.19
2018-11-28,TCMD,Tactile Systems Technology Inc,23.56,Folkes Robert J.,COO,S,23,-17.0,53.18,-55.7,0.0
2018-11-28,MRT,MedEquities Realty Trust Inc,11.03,BlueMountain Capital Managemen,Director,S,11,-1.22,7.05,56.45,3.81
2018-11-28,MTDR,Matador Resources Co,40.75,Lancaster David E,EVP and CFO,P,40,0.54,21.88,86.24,0.3
2018-11-28,CSFL,CenterState Bank Corp,18.14,MCPHERSON CHARLES W,Director,P,18,13.59,24.97,-27.35,2.76
2018-11-28,HLIX,Helix Technologies Inc,0.84,HELIX OPPORTUNITIES LLC,10% Owner,S,0,-0.02,1.04,-19.23,0.0
2018-11-28,HLIX,Helix Technologies Inc,0.84,VENEGAS ZACHARY L,"CEO, 10% Owner",S,0,-0.02,1.04,-19.23,0.0
2018-11-28,HLIX,Helix Technologies Inc,0.84,Ogur Scott Matthew,"CFO, 10% Owner",S,0,-0.02,1.04,-19.23,0.0
2018-11-28,VRA,Vera Bradley Inc,10.5,Ray Anne Marie,Member of a 10% owner group,S,10,-0.78,10.77,-2.51,0.0
2018-11-28,VRA,Vera Bradley Inc,10.5,Ray Michael C.,Member of a 10% owner group,S,10,-0.9,10.77,-2.51,0.0
2018-11-28,ABC,AmerisourceBergen Corp,120.52,Krikorian Lazarus,Senior Vice President,S,120,-71.35,90.37,33.36,1.46
2018-11-28,GECC,Great Elm Capital Corp,3.47,Horsey Randall Revell,Director,P,3,100.0,8.36,-58.49,13.44
2018-11-28,SHOO,Steven Madden Ltd,49.33,Randall Richard P,Director,S,49,-6.36,31.28,57.7,0.91
2018-11-28,ADI,Analog Devices Inc,188.8,STATA RAY,Director,S,188,-1.1,90.01,109.75,1.42
2018-11-28,SPTN,SpartanNash Co,24.13,STAPLES DAVID M,President and CEO,S,24,-6.55,18.39,31.21,3.3
2018-11-28,REN,Resolute Energy Corp,30.91,DUFFY JAMES E,Director,S,30,-13.1,34.07,-9.28,0.0
2018-11-28,BDR,Blonder Tongue Laboratories Inc,1.07,Shea Steven L,Director,P,1,8.4,1.15,-6.96,0.0
2018-11-28,CRVL,CorVel Corp,195.35,CLEMONS V GORDON,Chairman of the Board,S,195,-0.05,66.35,194.42,0.0
2018-11-28,TDS,Telephone and Data Systems Inc,18.81,Butman James W,President & CEO of subsidiary,S,18,-72.19,35.91,-47.62,3.7
2018-11-28,HPR,HighPoint Resources Corp,4.73,Schindler Troy L.,SVP - Operations,P,4,5.89,3.25,45.54,0.0
2018-11-28,LLY,Eli Lilly and Co,260.7,LILLY ENDOWMENT INC,10% Owner,S,260,-0.16,115.57,125.58,1.31
2018-11-28,FN,Fabrinet,115.59,Gill Harpal,President & COO,S,115,-39.23,52.0,122.29,0.0
2018-11-28,NRC,National Research Corp,42.54,K/I/E/Trust Under Agreement 3/,10% Owner,S,42,-0.05,40.0,6.35,0.85
2018-11-28,NWPP,New Peoples Bankshares Inc,2.16,COX JOHN D,Director,P,2,3.24,1.6,35.0,0.0
2018-11-28,ALTA,Altabancorp,44.16,"Fairclough, Jr. Fred W.",Director,S,44,-3.69,31.95,38.22,1.4
2018-11-28,MSA,MSA Safety Inc,155.76,LAMBERT WILLIAM M,Non-executive Chairman,S,155,-8.98,105.97,46.98,1.13
2018-11-28,NTG,"Tortoise Midstream Energy Fund, Inc.",31.91,SALLEE MATTHEW,Member of Investment Committee,P,31,24.62,13.36,138.85,4.33
2018-11-28,TYG,Tortoise Energy Infrastructure Corp,28.89,SALLEE MATTHEW,Member of Investment Committee,P,28,16.39,22.0,31.32,4.57
2018-11-28,ANET,Arista Networks Inc,128.96,Sadana Anshul,Chief Customer Officer,S,128,-45.84,235.0,-45.12,0.0
2018-11-28,ADUS,Addus HomeCare Corp,100.37,FIRST MARK L,"Director, 10% Owner",S,100,-19.77,72.46,38.52,0.0
2018-11-28,ADUS,Addus HomeCare Corp,100.37,Eos Capital Partners III L P,10% Owner,S,100,-19.91,72.46,38.52,0.0
2018-11-28,ROCC,Ranger Oil Corp,23.58,"Mangrove Partners Master Fund,",10% Owner,P,23,3.25,57.75,-59.17,0.0
2018-11-28,W,Wayfair Inc,274.81,Shah Niraj,"CEO, 10% Owner",S,274,-13.12,103.63,165.18,0.0
2018-11-28,CWGL,Crimson Wine Group Ltd,8.92,DeLong Patrick M,President & CEO,P,8,6.65,8.01,11.36,0.0
2018-11-28,AXDX,Accelerate Diagnostics Inc,5.18,Brown Thomas D,Director,P,5,95.24,13.65,-62.05,0.0
2018-11-28,PG,Procter & Gamble Co,146.82,TASTAD CAROLYN M,Group President - NA SMO,S,146,-24.39,92.71,58.36,2.31
2018-11-28,W,Wayfair Inc,274.81,Conine Steven,"Co-Founder, 10% Owner",S,274,-12.88,103.6,165.26,0.0
2018-11-28,RIBT,RiceBran Technologies,0.4792,CONTINENTAL GRAIN CO,10% Owner,P,0,0.55,2.96,-83.81,0.0
2018-11-28,ELVT,Elevate Credit Inc,3.42,Dean John C,Director,P,3,47.5,4.52,-24.34,0.0
2018-11-28,ZEUS,Olympic Steel Inc,22.95,MANSON RICHARD A,Vice President and Treasurer,P,22,21.24,17.0,35.0,0.34
2018-11-28,ASDN,Astro Aerospace Ltd,1.07,Bent Bruce,"CEO, CFO, 10% Owner",P,1,0.28,36729.2,-100.0,0.0
2018-11-28,PETQ,PetIQ Inc,22.43,Santana Will,Executive Vice President,S,22,-100.0,29.92,-25.03,0.0
2018-11-28,IEHC,IEH Corp,12.5,"Zeff Capital, LP",10% Owner,P,12,2.15,13.7,-8.76,0.0
2018-11-28,HR,Healthcare Realty Trust Inc,32.61,Lyle Peter F SR,Director,S,32,-36.3,30.44,7.13,3.71
2018-11-28,AMN,AMN Healthcare Services Inc,118.59,Jackson Denise L,Chief Legal Officer,S,118,-12.2,64.48,83.92,0.0
2018-11-28,ATRI,Atrion Corp,758.44,STRICKLAND JEFFERY,CFO,S,758,-54.0,768.07,-1.25,0.96
2018-11-28,IRBT,iRobot Corp,87.47,Angle Colin M,CEO,S,87,-12.2,90.1,-2.92,0.0
2018-11-28,STLD,Steel Dynamics Inc,63.11,TEETS RICHARD P JR,Director,P,63,0.39,33.85,86.44,1.61
2018-11-28,GKOS,Glaukos Corp,48.11,Gilliam Joseph E,"CFO, SVP Corporate Development",S,48,-5.49,60.03,-19.86,0.0
2018-11-28,SQ,Square Inc,225.14,Dorsey Jack,"President, CEO & Chairman, 10% Owner",S,225,-100.0,66.2,240.09,0.0
2018-11-28,CMT,Core Molding Technologies Inc,9.42,DUVALL DAVID L.,CEO,P,9,11.99,7.46,26.27,0.0
2018-11-28,APRN,Blue Apron Holdings Inc,8.46,Cooney Lainie,Chief Human Resources Officer,S,8,-100.0,1.07,690.65,0.0
2018-11-28,STOR,STORE Capital Corp,33.67,Donovan Joseph M,Director,P,33,6.23,29.53,14.02,4.35
2018-11-28,RP,RealPage Inc,88.72,WINN STEPHEN T,"Chairman President & CEO, 10% Owner",S,88,-0.97,48.94,81.28,0.0
2018-11-28,PRTY,Party City Holdco Inc,6.23,RITTENBERG GERALD C,Director,S,6,-96.31,11.78,-47.11,0.0
2018-11-28,ANDE,Andersons Inc,36.56,IRMEN MICHAEL S,"President, Ethanol Group",S,36,-65.68,33.45,9.3,1.92
2018-11-28,NSEC,National Security Group Inc,10.31,CLARK FRED JR,Director,P,10,1.55,13.5,-23.63,2.33
2018-11-28,MSON,Misonix Inc,26.54,Wright Christopher H,VP - US Sales,S,26,-83.33,16.31,62.72,0.0
2018-11-28,EMR,Emerson Electric Co,93.34,Karsanbhai Surendralal Lanca,Exec Pres Auto Sols,S,93,-21.76,68.0,37.26,2.18
2018-11-28,HTBK,Heritage Commerce Corp,11.69,Wilton Keith,EVP/COO,S,11,-5.67,14.36,-18.59,4.44
2018-11-28,HR,Healthcare Realty Trust Inc,32.61,Hull Robert E,EVP - Investments,S,32,-5.03,30.26,7.77,3.71
2018-11-28,EGP,EastGroup Properties Inc,205.5,COLEMAN JOHN F,Executive Vice President,S,205,-8.38,99.57,106.39,1.59
2018-11-28,OSK,Oshkosh Corp,112.41,Nerenhausen Frank R.,EVP & Pres. Access Segment,S,112,-16.03,70.0,60.59,1.22
2018-11-28,WMT,Walmart Inc,142.39,Furner John R.,Executive Vice President,S,142,-2.39,97.34,46.28,1.53
2018-11-28,TDS,Telephone and Data Systems Inc,18.81,THAUS KURT B,Senior VP - CIO,S,18,-100.0,35.35,-46.79,3.7
2018-11-28,RP,RealPage Inc,88.72,"Seren Capital, Ltd.",10% Owner,S,88,-1.04,48.94,81.28,0.0
2018-11-28,BID,Sothebys,56.99,"Smith, Jr. Thomas S.",President and CEO,P,56,11.18,40.96,39.14,0.0
2018-11-28,EGP,EastGroup Properties Inc,205.5,WOOD BRENT,Executive Vice President,S,205,-5.97,99.95,105.6,1.59
2018-11-28,PYPL,PayPal Holdings Inc,193.61,SCHULMAN DANIEL H,President and CEO,S,193,-7.96,83.92,130.71,0.0
2018-11-28,MIME,Mimecast Ltd,83.2,FitzGerald Christopher,Director,S,83,-10.61,35.83,132.21,0.0
2018-11-28,POAI,Predictive Oncology Inc,1.08,GABRIEL RICHARD L,Director,P,1,200.0,0.78,38.46,0.0
2018-11-28,SEIC,SEI Investments Co,63.41,WEST ALFRED P JR,10% Owner,S,63,-2.08,53.41,18.72,1.17
2018-11-28,BGSF,BGSF Inc,14.67,HAILEY DOUGLAS,Director,S,14,-3.18,25.0,-41.32,3.01
2018-11-28,MCF,Contango Oil & Gas Co,3.39,GOFF JOHN C,"Director, 10% Owner",P,3,58.43,3.85,-11.95,0.0
2018-11-28,BGSF,BGSF Inc,14.67,Hollenbach Dan,CFO and Secretary,S,14,-3.46,25.0,-41.32,3.01
2018-11-28,ENDV,Endonovo Therapeutics Inc,0.0172,Mann Michael Scott,President,P,0,0.14,0.03,-42.67,0.0
2018-11-28,NGVC,Natural Grocers by Vitamin Cottage Inc,13.87,Dissinger Todd,CFO,S,13,-35.92,21.5,-35.49,2.02
2018-11-28,USM,United States Cellular Corp,30.53,MEYERS KENNETH R,President and CEO,S,30,-25.08,57.11,-46.54,0.0
2018-11-28,TRU,TransUnion,117.4,Danaher John T,EVP - Consumer Interactive,S,117,-8.73,63.51,84.85,0.29
2018-11-28,HHC,The Howard Hughes Corp,91.27,Furber Jeffrey D.,Director,P,91,5.81,109.88,-16.94,0.0
2018-11-28,ABT,Abbott Laboratories,126.84,WHITE MILES D,Chairman and CEO,S,126,-0.17,72.58,74.76,1.42
2018-11-28,QES,Quintana Energy Services Inc,0.9278,Lehner Keefer McGovern,See Remarks,S,0,-2.86,5.88,-84.22,0.0
2018-11-28,KDP,Keurig Dr Pepper Inc,35.16,Singer Robert S,Director,P,35,20.0,26.58,32.28,1.92
2018-11-28,ABT,Abbott Laboratories,126.84,WHITE MILES D,Chairman and CEO,S,126,-5.34,72.49,74.98,1.42
2018-11-28,SYY,Sysco Corp,74.17,"TRIAN FUND MANAGEMENT, L.P.",Director,S,74,-5.11,66.5,11.53,2.49
2018-11-28,SYY,Sysco Corp,74.17,"TRIAN FUND MANAGEMENT, L.P.",Director,S,74,-5.11,66.5,11.53,2.49
2018-11-28,ABT,Abbott Laboratories,126.84,WHITE MILES D,Chairman and CEO,S,126,-4.11,72.35,75.31,1.42
2018-11-28,SMAR,Smartsheet Inc,65.4,Hamilton Kara,Senior VP of People Operations,S,65,-75.39,26.0,151.54,0.0
2018-11-28,SSP,The E W Scripps Co,20.47,Peirce Mary,10% Owner,P,20,3.06,17.19,19.08,0.24
2018-11-28,CABO,Cable One Inc,1829.72,Might Thomas O.,Director,S,1829,-25.63,882.47,107.34,0.56
2018-11-28,AMPH,Amphastar Pharmaceuticals Inc,20.51,Liawatidewi Yakob,SVP Corp Admin Center,S,20,-3.18,20.49,0.1,0.0
2018-11-27,MSLP,MusclePharm Corp,0.6,WYNNEFIELD PARTNERS SMALL CAP ,10% Owner,P,0,0.18,0.9,-33.33,0.0
2018-11-27,PKO,PIMCO Income Opportunity Fund,24.54,STRACKE THIBAULT CHRISTIAN,SEE REMARKS,P,24,15.91,24.71,-0.69,9.29
2018-11-27,WCG,WellCare Health Plans Inc,349.92,Breon Richard C.,Director,S,349,-28.07,239.96,45.82,0.0
2018-11-27,JASNQ,Jason Industries Inc,0.018000000000000002,WYNNEFIELD PARTNERS SMALL CAP ,10% Owner,P,0,0.71,1.93,-99.07,0.0
2018-11-27,W,Wayfair Inc,274.81,Conine Steven,"Co-Founder, 10% Owner",S,274,-7.74,93.02,195.43,0.0
2018-11-27,PE,Parsley Energy Inc,16.93,ALAMEDDINE A R,Director,P,16,4.25,21.1,-19.76,1.18
2018-11-27,EEFT,Euronet Worldwide Inc,109.8,NEWMAN JEFFREY B,Exec VP and General Counsel,S,109,-23.31,112.16,-2.1,0.0
2018-11-27,BASXQ,Basic Energy Services Inc,0.0002,SCHORLEMER DAVID SCOTT,See Remarks,P,0,50.0,6.2,-100.0,0.0
2018-11-27,HAS,Hasbro Inc,100.48,HASSENFELD ALAN G,"Director, 10% Owner",S,100,-3.83,97.54,3.01,2.71
2018-11-27,EEFT,Euronet Worldwide Inc,109.8,Brown Michael J,CEO and President of EWI Inc.,S,109,-1.69,113.18,-2.99,0.0
2018-11-27,W,Wayfair Inc,274.81,Shah Niraj,"CEO, 10% Owner",S,274,-7.87,93.02,195.43,0.0
2018-11-27,RGNX,Regenxbio Inc,33.51,BESHAR LUKE M,Director,S,33,-100.0,65.03,-48.47,0.0
2018-11-27,HRI,Herc Holdings Inc,187.27,HENKEL HERBERT L,Director,P,187,100.0,34.68,439.99,0.27
2018-11-27,WBT,Welbilt Inc,23.62,Sheffer Richard James,"VP, IR, Risk Mgmt, Treasurer",P,23,100.0,13.71,72.28,0.0
2018-11-27,HY,Hyster-Yale Materials Handling Inc,41.2,RANKIN VICTOIRE G,Member of a Group,P,41,0.27,64.99,-36.61,3.1
2018-11-27,VCRA,Vocera Communications Inc,58.69,O'KEEFE SHARON,Director,S,58,-8.75,38.0,54.45,0.0
2018-11-27,FPI,Farmland Partners Inc,12.4,Pittman Paul A,CEO,P,12,0.08,6.14,101.95,1.61
2018-11-27,TNAV,Telenav Inc,4.79,Kandal Philipp Wolfgang Josef,SVP of Engineering,P,4,4.85,4.19,14.32,0.0
2018-11-27,HY,Hyster-Yale Materials Handling Inc,41.2,RANKIN ALFRED M ET AL,Chairman,P,41,0.27,64.99,-36.61,3.1
2018-11-27,MTD,Mettler-Toledo International Inc,1552.07,MAERKI HANS ULRICH,Director,S,1552,-32.95,605.0,156.54,0.0
2018-11-27,CATY,Cathay General Bancorp,44.4,CHENG DUNSON K,Executive Chairman,S,44,-3.91,38.69,14.76,2.8
2018-11-27,LEVL,Level One Bancorp Inc,39.55,Bellinson James L.,Director,P,39,1.12,26.38,49.92,0.58
2018-11-27,LMRK,Landmark Infrastructure Partners LP,16.28,LANDMARK DIVIDEND LLC,"Director, 10% Owner",P,16,1.35,13.66,19.18,4.9
2018-11-27,PACB,Pacific Biosciences of California Inc,26.47,ORDONEZ KATHY,Chief Commercial Officer,S,26,-36.36,7.54,251.06,0.0
2018-11-27,WWE,World Wrestling Entertainment Inc,52.66,Barrios George A.,Co-President,S,52,-8.93,64.99,-18.97,0.9
2018-11-27,YEXT,Yext Inc,10.84,Dixon Tom Christopher,Chief Technology Officer,S,10,-2.3,17.15,-36.79,0.0
2018-11-27,YEXT,Yext Inc,10.84,Lerman Howard,CEO,S,10,-0.55,17.16,-36.83,0.0
2018-11-27,GASS,StealthGas Inc,2.7,Glendon Capital Management LP,10% Owner,P,2,0.12,3.6,-25.0,0.0
2018-11-27,HMSY,HMS Holdings Corp,36.975,Nustad Cynthia,"EVP, Chief Strategy Officer",S,36,-49.5,34.16,8.24,0.0
2018-11-27,HMSY,HMS Holdings Corp,36.975,Neuman Semone,"EVP, Coordination of Benefits",S,36,-43.77,34.16,8.24,0.0
2018-11-27,MWA,"Mueller Water Products, Inc.",14.61,ZAKAS MARIETTA EDMUNDS,EVP and CFO,S,14,-13.05,10.53,38.75,1.52
2018-11-27,MBUU,Malibu Boats Inc,70.78,Anderson Ritchie L.,COO,S,70,-37.64,45.85,54.37,0.0
2018-11-27,MGPI,MGP Ingredients Inc,74.24,Seaberg Karen,Director,S,74,-3.32,26.75,177.53,0.64
2018-11-27,IRIX,IRIDEX Corp,7.64,MOORE WILLIAM M,Chairman and CEO,P,7,1.96,4.71,62.21,0.0
2018-11-27,LIVC,Live Current Media Inc,0.34975,Vahabzadeh Amir,Director,P,0,1.52,0.06,482.92,0.0
2018-11-27,TOGL,Toga Ltd,0.3501,Ng Boon Chee,Director,P,0,106.03,0.75,-53.32,0.0
2018-11-27,CRM,Salesforce.com Inc,301.17,BLOCK KEITH,co-CEO,S,301,-8.69,125.15,140.65,0.0
2018-11-27,CRM,Salesforce.com Inc,301.17,Benioff Marc,Chairman of the Board & co-CEO,S,301,-0.02,126.25,138.55,0.0
2018-11-27,AKS,AK Steel Holding Corp,1.55,Newport Roger K,CEO,P,1,2.22,3.03,-48.84,0.0
2018-11-27,FRGI,Fiesta Restaurant Group Inc,10.16,Jefferies Financial Group Inc.,10% Owner,P,10,7.17,18.65,-45.52,0.0
2018-11-27,DPW,Ault Global Holdings Inc,2.1,"Ault & Company, Inc.",See Remark,P,2,5.75,0.23,813.04,0.0
2018-11-27,EBS,Emergent BioSolutions Inc,40.07,El-Hibri Fuad,"Chairman, 10% Owner",S,40,-0.63,69.79,-42.58,0.0
