Exchange,Symbol,Company,Currency,Price,Insider Name,Insider Position,Date,Buy/Sell,Insider Trading Shares,Shares Change,Price,Cost(000),Final Share,Price Change Since Insider Trade (%),Dividend Yield %,PE Ratio,Market Cap ($M)
NAS,BRKS,Brooks Automation Inc,$,119.53,Pietrantoni David,Principal Accounting Officer,2018-11-12,S,9899,-19.32,30.93,306.176,41332,286.45,0.33,80.21,8886.704
NYSE,NWL,Newell Brands Inc,$,22.67,ICAHN BRETT,Director,2018-11-12,P,100000,16.32,20.03,2003,712835,13.18,4.07,16.09,9643.818
AMEX,CMT,Core Molding Technologies Inc,$,9.42,CROWLEY JAMES F,Director,2018-11-12,P,3000,15.68,7.2,21.6,22130,30.83,0,24.79,76.145
OTCPK,CXDO,Crexendo Inc,$,5.26,MIHAYLO STEVEN G,"CEO, 10% Owner",2018-11-12,S,24992,-0.25,1.64,40.9869,10093906,220.73,0,16.97,114.064
NAS,CACC,Credit Acceptance Corp,$,642.31,Prescott General Partners LLC,,2018-11-12,S,17039,-0.56,421.88,7188.41,3007981,52.25,0,11.83,9338.943
NAS,BRKS,Brooks Automation Inc,$,119.53,Montone William T.,"SVP, Human Resources",2018-11-12,S,20704,-16.04,30.93,640.375,108398,286.45,0.33,80.21,8886.704
NAS,BRKS,Brooks Automation Inc,$,119.53,Joseph Jason,"VP, General Counsel, Secretary",2018-11-12,S,20704,-19.28,30.93,640.375,86708,286.45,0.33,80.21,8886.704
NYSE,UVE,Universal Insurance Holdings Inc,$,15.3,Springer Jon,President and CRO,2018-11-12,S,7000,-1.58,45.1,315.7,434725,-66.08,4.18,9.51,476.865
NAS,NFBK,Northfield Bancorp Inc,$,17.36,Lefkowitz Robin,EVP,2018-11-12,S,2000,-3.15,13.75,27.5,61414.4518,26.25,2.86,12.67,861.387
NAS,QLYS,Qualys Inc,$,137.44,Hank Jeffrey P,Director,2018-11-12,S,11250,-56.27,72.04,810.45,8743,90.78,0,75.13,5335.984
OTCPK,FNRN,First Northern Community Bancorp,$,10.3,CARBAHAL JOHN,Director,2018-11-12,P,1000,1.44,13.4,13.4,81452.45844,-23.13,0,9.81,138.717
NYSE,SUP,Superior Industries International Inc,$,4.98,Pallagi Shawn,"SVP, Chief HR Officer",2018-11-12,P,-,41.32,7.5,75,34201,-33.6,0,At Loss,130.292
NAS,DXCM,DexCom Inc,$,641.18,SAYER KEVIN R,"President, CEO & Chairman",2018-11-12,S,11161,-3.36,146.43,1634.31,320837,337.87,0,119.18,62144.470
OTCPK,ROYL,Royale Energy Inc,$,0.076,HOSMER HARRY,Former Director,2018-11-12,S,9500,-0.61,0.25,2.375,1539819,-69.6,0,At Loss,4.274
NYSE,KOP,Koppers Holdings Inc,$,32.31,Johnson R. Michael,VP Utility and Industrial Prod,2018-11-12,P,50000,107.45,20.16,1008,96534,60.27,0,8.66,688.409
NYSE,HY,Hyster-Yale Materials Handling Inc,$,41.2,RANKIN ALFRED M ET AL,Chairman,2018-11-12,P,1995,0.29,64.71,129.096,691162,-36.33,3.1,At Loss,693.266
NAS,WATT,Energous Corp,$,1.7,Sahejpal Neeraj,"Senior VP, Product Marketing",2018-11-12,S,2796,-2.67,8.62,24.1015,101740,-80.28,0,At Loss,128.196
NYSE,KOP,Koppers Holdings Inc,$,32.31,BALL M LEROY,President and CEO,2018-11-12,P,22000,17.59,20.01,440.22,147038.2224,61.47,0,8.66,688.409
AMEX,CMT,Core Molding Technologies Inc,$,9.42,Jauchius Matthew,Director,2018-11-12,P,7000,26.61,7.65,53.55,33304,23.14,0,24.79,76.145
NAS,VC,Visteon Corp,$,120.8,Bergman Naomi M.,Director,2018-11-12,P,1000,100,78.01,78.01,1000,54.85,0,122.02,3381.994
NYSE,ET,Energy Transfer LP,$,8.7,DAVIS RAY C,Director,2018-11-12,P,316000,0.36,15.8,4992.8,87891646,-44.94,7.02,4.83,23540.941
NYSE,AWR,American States Water Co,$,96.03,HODGES GRANVILLE R JR,Vice President,2018-11-12,S,1932,-12.71,64.47,124.556,13272.1722,48.95,1.47,37.8,3546.988
OTCPK,CXDO,Crexendo Inc,$,5.26,Bash Jeffrey Parr,Director,2018-11-12,P,24992,18.51,1.64,40.9869,159992,220.73,0,16.97,114.064
NAS,AMED,Amedisys Inc,$,169.85,Ginn Scott G,CFO,2018-11-12,S,7640,-33.12,117.41,897.012,15425,44.66,0,25.51,5537.521
NYSE,ICD,Independence Contract Drilling Inc,$,3.02,BATES THOMAS R JR,Director,2018-11-12,P,20000,23.23,3.44,68.8,5305.5,-12.21,0,At Loss,28.881
NAS,WEYS,Weyco Group Inc,$,23.98,Bernsteen Michael,"VP, President - Nunn Bush",2018-11-12,S,1000,-12.41,33.51,33.51,7056,-28.44,4,15.28,233.815
OTCPK,FTLF,FitLife Brands Inc,$,49.04,Dayton Judd,"CHIEF EXECUTIVE OFFICER, 10% Owner",2018-11-12,P,9500,0.51,0.46,4.37,188371.6,10560.87,0,5.66,55.204
NYSE,RHP,Ryman Hospitality Properties Inc,$,88.58,REED COLIN V,Chairman & CEO,2018-11-12,P,13031,1.02,75.83,988.141,1292859,16.81,0,At Loss,4877.795
NYSE,CRL,Charles River Laboratories International Inc,$,379.88,Smith David Ross,Corporate Executive VP & CFO,2018-11-12,S,1866,-15,134.49,250.958,10575,182.46,0,49.08,19170.417
NAS,PCRX,Pacira BioSciences Inc,$,55.71,Wicki Andreas,Director,2018-11-12,S,5478,-0.53,49.83,272.969,1036377,11.8,0,40.97,2481.575
NYSE,VAC,Marriott Vacations Worldwide Corp,$,167.66,Geller John E JR,Exec. VP and CF & AO,2018-11-12,P,6000,8.2,76.73,460.38,79165,118.51,0.32,At Loss,7141.489
NYSE,USFD,US Foods Holding Corp,$,33.16,BACHELDER CHERYL A,Director,2018-11-12,P,3200,100,31.3,100.16,3200,5.94,0,207.25,7387.739
NAS,CDW,CDW Corp,$,196.06,ROTHER CHRISTINA V.,See Remarks,2018-11-12,S,4000,-3.77,90.14,360.56,102231.24,117.51,0.83,27.53,26609.857
NAS,CDW,CDW Corp,$,196.06,KULEVICH FREDERICK J.,See Remarks,2018-11-12,S,2421,-12.79,89.25,216.074,16504.48,119.68,0.83,27.53,26609.857
NAS,COUP,Coupa Software Inc,$,212.88,Winter Steven M,Chief Revenue Officer,2018-11-12,S,5668,-76.18,61.43,348.185,1772,246.54,0,At Loss,15765.770
NYSE,HY,Hyster-Yale Materials Handling Inc,$,41.2,RANKIN VICTOIRE G,Member of a Group,2018-11-12,P,1995,0.29,64.71,129.096,691162,-36.33,3.1,At Loss,693.266
NYSE,DLR,Digital Realty Trust Inc,$,165.58,Sharp Christopher,Chief Technology Officer,2018-11-12,S,5000,-82.48,110,550,1062,50.53,2.77,69.86,46989.528
NAS,SIGA,SIGA Technologies Inc,$,9.26,SAVAS PAUL G,Director,2018-11-12,P,-,4.49,5.01,50.1,232847,84.83,0,47,686.318
NYSE,YUMC,Yum China Holdings Inc,$,53.49,Sun Riu,Chief Growth Officer,2018-11-12,S,8405,-100,36.5,306.782,0,46.55,0.91,34.73,22900.508
NAS,NATI,National Instruments Corp,$,45.36,KODOSKY JEFFREY L,Director,2018-11-12,S,1600,-0.1,49.2,78.72,1613118,-7.8,2.38,113.42,5982.155
NYSE,PRGO,Perrigo Co PLC,$,41.14,Parker Geoffrey M.,Director,2018-11-12,P,3000,51.03,65.35,196.05,8879,-37.05,2.31,At Loss,5503.458
NYSE,EAT,Brinker International Inc,$,38.55,Taylor Joseph G,SVP & CFO,2018-11-12,S,4000,-37.97,50.7,202.8,6536,-23.96,0,13.54,1750.846
NYSE,CWH,Camping World Holdings Inc,$,42.36,LEMONIS MARCUS,"CHIEF EXECUTIVE OFFICER, 10% Owner",2018-11-12,P,5800,8.09,17.28,100.224,77500,145.14,2.19,7.3,1899.985
NYSE,TNL,Travel+Leisure Co,$,55.12,HOLMES STEPHEN P,Director,2018-11-12,S,50000,-95.65,41.47,2073.5,2274,32.92,2.18,23.65,4759.953
NYSE,SCM,Stellus Capital Investment Corp,$,13.94,Ladd Robert T.,President and CEO,2018-11-12,P,6500,1.55,12.87,83.655,426582,8.31,7.99,6.74,271.635
NYSE,WH,Wyndham Hotels & Resorts Inc,$,87.46,HOLMES STEPHEN P,Non-Executive Chairman,2018-11-12,S,50000,-94.56,47.25,2362.5,2874,85.1,0.74,44.39,8149.335
NAS,ARPO,Aerpio Pharmaceuticals Inc,$,2.2,HOFFMAN STEPHEN J,CEO,2018-11-12,P,31967,100,2.01,64.2537,2131.143989,9.45,0,At Loss,104.853
NAS,FUSB,First US Bancshares Inc,$,11.69,House James F,President & CEO,2018-11-12,P,1000,1.98,9.2,9.2,51407,27.07,1.02,20.87,72.690
NYSE,RLGY,Realogy Holdings Corp,$,15.99,Niederauer Duncan L,Director,2018-11-12,P,-,32.4,17.85,178.5,40868,-10.42,0,6.07,1864.245
NYSE,SWM,Schweitzer-Mauduit International Inc,$,32.33,Ritrievi Kimberly E,Director,2018-11-12,P,2000,100,31.09,62.18,2000,3.99,5.44,20.21,1017.046
NYSE,FSS,Federal Signal Corp,$,45.42,MARTIN DENNIS J,Director,2018-11-12,S,55000,-15.91,23.14,1272.7,290728,96.28,0.79,26.26,2773.888
NYSE,MRT,MedEquities Realty Trust Inc,$,11.03,BlueMountain Capital Managemen,Director,2018-11-12,S,37530,-1.96,8.74,328.012,1875913,26.2,3.81,At Loss,351.200
NYSE,AGCO,AGCO Corp,$,118.73,COLLAR GARY L,"Sr. VP - General Manager, APA",2018-11-12,S,2070,-2.39,56.64,117.245,84463,109.62,0.63,12,8885.063
NAS,APTI,Apptio Inc,$,37.97,Klein Peter S,Director,2018-11-12,S,8000,-37.49,37.74,301.92,13337,0.61,0,At Loss,1730.170
NYSE,GTTNQ,GTT Communications Inc,$,0.05,SPRUCE HOUSE PARTNERSHIP LP,10% Owner,2018-11-12,P,375000,3.56,35.58,13342.5,10900000,-99.86,0,At Loss,2.941
NYSE,VSM,Versum Materials Inc,$,52.99,Ghasemi Seifi,Director,2018-11-12,P,20000,10.85,33.41,668.2,204280.259,58.61,0.6,At Loss,5790.180
NYSE,BXC,BlueLinx Holdings Inc,$,73.68,O'Farrell Susan C.,"SVP, CFO AND TREASURER",2018-11-12,P,2500,4.81,23.97,59.925,54434,207.38,0,2.98,715.187
NYSE,RESI,Front Yard Residential Corp,$,16.23,McDowell George Whitfield,Director,2018-11-12,P,3300,20.24,8.25,27.225,19604,96.73,0.92,At Loss,974.540
NAS,AMD,Advanced Micro Devices Inc,$,155.41,Norrod Forrest Eugene,SVP & GM DESG,2018-11-12,S,62500,-6.9,19.78,1236.25,843290,685.69,0,48.1,187674.742
NAS,GPRE,Green Plains Inc,$,40.33,Cronin Walter S,EVP - Commercial Operations,2018-11-12,S,3000,-5.35,17.49,52.47,53089,130.59,0,At Loss,2161.525
NAS,NATR,Natures Sunshine Products Inc,$,18.35,WYNNEFIELD PARTNERS SMALL CAP ,10% Owner,2018-11-12,P,2644,0.12,8.81,23.2936,2205098,108.29,0,17.48,362.607
NYSE,RESI,Front Yard Residential Corp,$,16.23,Ellison George G,CEO,2018-11-12,P,27900,7.05,8.31,231.849,423884,95.31,0.92,At Loss,974.540
NAS,RGNX,Regenxbio Inc,$,33.51,Mills Kenneth T.,President and CEO,2018-11-12,S,20000,-6.54,63.11,1262.2,286000,-46.9,0,At Loss,1433.197
NYSE,HIL,Hill International Inc,$,2.11,WOLF GREGORY T,Interim VP and Interim CFO,2018-11-12,P,55000,275,3.18,174.9,75000,-33.65,0,At Loss,119.590
NYSE,SKT,Tanger Factory Outlet Centers Inc,$,20.99,MORRISON LISA J,Executive VP Leasing,2018-11-12,S,8500,-17.11,23.89,203.065,41167,-12.14,3.39,At Loss,2182.634
NAS,OLLI,Ollie's Bargain Outlet Holdings Inc,$,66.04,Bertram Kenneth Robert,"VP, General Counsel",2018-11-12,S,9000,-36.05,91.32,821.88,15967,-27.68,0,21.86,4297.293
NYSE,WK,Workiva Inc,$,142.36,CROW MICHAEL M,Director,2018-11-12,S,5000,-4.39,36.79,183.95,108870,286.95,0,At Loss,7240.639
NYSE,PRTY,Party City Holdco Inc,$,6.23,Harrison Michael Peter,Senior Vice President,2018-11-12,P,4900,54.54,10.37,50.813,13884,-39.92,0,At Loss,699.164
NAS,ITCI,Intra-Cellular Therapies Inc,$,40.28,MARCUS JOEL S,Director,2018-11-12,S,32000,-2.42,18.17,581.44,1291569,121.68,0,At Loss,3281.338
NYSE,FNB,F N B Corp,$,12.3,Dively Mary Jo,Director,2018-11-12,P,3000,33.71,12.24,36.72,11900,0.49,3.89,10.69,3922.813
NYSE,RYAM,Rayonier Advanced Materials Inc,$,5.93,BOYNTON PAUL G,"Chairman, President and CEO",2018-11-12,P,-,2.75,13.72,137.2,373649.4478,-56.78,0,3.89,377.963
NYSE,PRTY,Party City Holdco Inc,$,6.23,MATTHEWS NORMAN S,Director,2018-11-12,P,46000,29.23,10.75,494.5,203365,-42.05,0,At Loss,699.164
NAS,TRHC,Tabula Rasa HealthCare Inc,$,12.4,Knowlton Calvin H,CEO,2018-11-12,P,7500,0.45,65,487.5,1686750,-80.92,0,At Loss,318.911
NYSE,WK,Workiva Inc,$,142.36,VANDERPLOEG MARTIN J,"President & CEO, 10% Owner",2018-11-12,S,25000,-3.09,35.82,895.5,785077,297.43,0,At Loss,7240.639
NYSE,USB,U.S. Bancorp,$,57.59,Runkel Mark G.,EVP and Chief Credit Officer,2018-11-12,S,6347,-8.09,53.2,337.66,72086,8.25,2.98,11.57,85394.319
NYSE,ACN,Accenture PLC,$,369.79,Lumb Richard,Group Chief Executive-Fin Serv,2018-11-12,S,2000,-1.54,163.51,327.02,127804,126.16,0.97,40.41,233574.416
NAS,TRHC,Tabula Rasa HealthCare Inc,$,12.4,Knowlton Orsula V,President,2018-11-12,P,7500,0.45,65,487.5,1686750,-80.92,0,At Loss,318.911
NAS,SSP,The E W Scripps Co,$,20.47,SCRIPPS CHARLES E,10% Owner,2018-11-12,P,5000,0.82,17.39,86.95,617315,17.71,0.24,6.3,1689.270
NAS,FTNT,Fortinet Inc,$,342.51,Cohen Peter Dale Jr.,Director,2018-11-12,S,2000,-36.58,74.26,148.52,3467,361.23,0,103.15,56000.313
NYSE,BURL,Burlington Stores Inc,$,264.97,Kingsbury Thomas,President & CEO,2018-11-12,S,20000,-6.19,172.65,3453,302973,53.47,0,41,17679.987
NYSE,APD,Air Products & Chemicals Inc,$,297.74,Ghasemi Seifi,"Chairman, Pres. and CEO",2018-11-12,P,20000,5.14,160.11,3202.2,408853.336,85.96,1.95,31.54,65909.115
NAS,DISCA,Discovery Inc,$,25.26,Wiedenfels Gunnar,CFO,2018-11-12,S,50000,-83.33,29.47,1473.5,-,-14.29,0,13.44,12672.168
NAS,HTBK,Heritage Commerce Corp,$,11.69,Conner Jack W,Director,2018-11-12,P,10418,14.97,14.42,150.228,80013,-18.93,4.44,15.39,704.555
NAS,OLLI,Ollie's Bargain Outlet Holdings Inc,$,66.04,Segura Omar,"SVP, Store Operations",2018-11-12,S,13000,-100,91.06,1183.78,0,-27.48,0,21.86,4297.293
NYSE,HZN,Horizon Global Corp,$,7.15,ILITCH DENISE,Director,2018-11-12,P,20000,54.29,2.26,45.2,56836,216.37,0,At Loss,195.100
NAS,DISH,DISH Network Corp,$,33.58,DEFRANCO JAMES,Executive Vice President,2018-11-12,P,-,0.77,31.77,317.7,1313356,5.7,0,8.03,17756.846
NYSE,PG,Procter & Gamble Co,$,146.82,Magesvaran Suranjan,President - Asia Pacific SMO,2018-11-12,S,18444,-45.49,92.48,1705.7,22103.1073,58.76,2.31,26.87,355345.137
NYSE,CHGG,Chegg Inc,$,26.53,ROSENSWEIG DANIEL,"PRESIDENT, CEO & CHAIRMAN",2018-11-12,S,150000,-5.84,26.34,3951,2419128,0.72,0,At Loss,3845.454
NYSE,SBOW,SilverBow Resources Inc,$,28.05,ROWLAND MARCUS C,Director,2018-11-12,S,12000,-19.11,28.71,344.52,50808,-2.3,0,At Loss,413.081
NYSE,RRTS,Roadrunner Transportation Systems Inc,$,2.435,STOELTING CURTIS W,CEO,2018-11-12,P,158354,56.4,0.54,85.5112,17565.12,350.93,0,At Loss,92.268
NAS,CSWC,Capital Southwest Corp,$,27.54,BATTIST CHRISTINE,Director,2018-11-12,P,1000,125.94,19.53,19.53,1794,41.01,6.17,15.26,642.811
NYSE,PRTY,Party City Holdco Inc,$,6.23,HARRISON JAMES M,CEO,2018-11-12,P,50000,13.66,10.09,504.5,416054,-38.26,0,At Loss,699.164
NYSE,PG,Procter & Gamble Co,$,146.82,Taylor David S,"Chairman, President & CEO",2018-11-12,S,30000,-11.95,92.74,2782.2,221080.3208,58.31,2.31,26.87,355345.137
NYSE,PG,Procter & Gamble Co,$,146.82,Jejurikar Shailesh,President - Global Fabric Care,2018-11-12,S,-,-23.87,92.74,927.4,31888.0695,58.31,2.31,26.87,355345.137
AMEX,BGSF,BGSF Inc,$,14.67,Hollenbach Dan,CFO and Secretary,2018-11-12,S,2000,-3.34,26.11,52.22,57847,-43.81,3.01,13.84,152.624
NAS,VBFC,Village Bank and Trust Financial Corp,$,57,LEHMAN KENNETH R,10% Owner,2018-11-12,P,8760,1.24,34.83,305.111,715020,63.65,0,6.38,83.605
NYSE,GEO,The GEO Group Inc,$,8.84,ZOLEY GEORGE C,Chairman & CEO,2018-11-12,P,120240,47.2,22.45,2699.39,375002,-60.62,6.67,8.57,1083.210
NAS,MITL,Mitel Networks Corp,$,11.15,McAnuff Colin Ross,See Remarks,2018-11-12,S,2710,-30.8,10.99,29.7829,6089,1.46,0,At Loss,1353.250
NYSE,PG,Procter & Gamble Co,$,146.82,Skoufalos Ioannis,Global Product Supply Officer,2018-11-12,S,20000,-57.17,92.91,1858.2,14981.6018,58.02,2.31,26.87,355345.137
NYSE,TDG,TransDigm Group Inc,$,631.84,Skulina James,Executive Vice President,2018-11-12,S,15000,-78.95,345.46,5181.9,4000,82.9,0,60.87,34908.465
NAS,HTLF,Heartland Financial USA Inc,$,50.69,Saylor Kurt,Director,2018-11-12,S,7000,-3.6,54.69,382.83,187631,-7.31,1.89,10.61,2141.743
NYSE,AJRD,Aerojet Rocketdyne Holdings Inc,$,42.87,TURCHIN MARTIN,Director,2018-11-12,S,5000,-4.11,37.78,188.9,116648,13.47,0,25.08,3451.063
NYSE,PG,Procter & Gamble Co,$,146.82,Posada Juan Fernando,President - LA SMO,2018-11-12,S,30000,-50.14,92.79,2783.7,29836.1131,58.23,2.31,26.87,355345.137
NYSE,BBDC,Barings BDC Inc,$,11.22,BARINGS LLC,Investment Adviser,2018-11-12,P,45180,0.43,10.22,461.74,10577422.19,9.78,6.86,7.63,732.845
NAS,CRVL,CorVel Corp,$,195.35,CORSTAR HOLDINGS INC,10% Owner,2018-11-12,S,12484,-0.18,64.68,807.465,7039125,202.03,0,60.29,3461.577
NYSE,AUD,Audacy Inc,$,2.87,FIELD JOSEPH M,"Chairman Emeritus, 10% Owner",2018-11-12,P,32162,0.28,7,225.134,11526235,-59,0,At Loss,406.008
NAS,AMPH,Amphastar Pharmaceuticals Inc,$,20.51,PETERS WILLIAM J,"CFO, SVP & Treasurer",2018-11-12,S,38484,-32.99,20.74,798.158,78152,-1.11,0,28.48,981.387
NAS,RPD,Rapid7 Inc,$,132.31,Nye Benjamin,Director,2018-11-12,S,2182713,-99.18,33,72029.5,18055,300.94,0,At Loss,7471.102
NYSE,KR,The Kroger Co,$,40.89,Adcock Mary Ellen,Group Vice President,2018-11-12,S,1850,-1.9,31.21,57.7385,95269,31.02,1.91,27.45,30407.380
NAS,STBA,S&T Bancorp Inc,$,31.72,Kane Robert Edward,Director,2018-11-12,P,1000,26.49,41.13,41.13,4774.611,-22.88,3.54,11.16,1248.193
NYSE,AAT,American Assets Trust Inc,$,37.77,RADY ERNEST S,"Chairman, CEO & President, 10% Owner",2018-11-12,P,21608,0.24,39.22,847.466,8892331,-3.7,2.93,96.84,2284.030
NAS,NSSC,NAPCO Security Technologies Inc,$,49.48,BUCHEL KEVIN S,Senior Vice President,2018-11-12,S,4000,-1.38,17,68,285230,191.06,0,44.99,908.258
NAS,EBIX,Ebix Inc,$,34.66,RAINA ROBIN,Chairman & CEO,2018-11-12,P,1000,0.03,52.45,52.45,3817024,-33.92,0.87,14.75,1072.500
NYSE,BFS,Saul Centers Inc,$,52.64,CHAPOTON JOHN E,Director,2018-11-12,S,-,-60.14,50.04,500.4,6627.851,5.2,4.09,36.05,1247.569
OTCPK,AUGG,Augusta Gold Corp,$,1.05,Thygesen Kjeld,Director,2018-11-12,P,500000,100,0.05,25,166667,2000,0,At Loss,74.003
NAS,SIGA,SIGA Technologies Inc,$,9.26,Gomez Phillip Louis III,CEO,2018-11-12,P,15000,100,5.2,78,15000,78.08,0,47,686.318
NAS,MORN,Morningstar Inc,$,323.62,Mansueto Joseph D,"Executive Chairman, 10% Owner",2018-11-12,S,19981,-0.09,124.52,2488.03,23078059,159.89,0.39,66.04,13946.565
NAS,MNTA,Momenta Pharmaceuticals Inc,$,52.48,WHEELER CRAIG A,President & CEO,2018-11-12,S,4374,-0.74,13.5,59.049,583489,288.74,0,At Loss,6243.300
OTCPK,AUGG,Augusta Gold Corp,$,1.05,BELING DAVID COATES,"CEO, 10% Owner",2018-11-12,P,500000,1.79,0.05,25,4731210.129,2000,0,At Loss,74.003
NYSE,LLY,Eli Lilly and Co,$,260.7,LILLY ENDOWMENT INC,10% Owner,2018-11-12,S,202540,-0.17,113.48,22984.2,118803264,129.73,1.31,40.41,249383.637
AMEX,SNMP,Evolve Transition Infrastructure LP,$,1.03,SANCHEZ ANTONIO R III,Director,2018-11-12,S,15000,-3.01,4.74,71.1,483016,-78.27,0,At Loss,117.590
OTCPK,AUGG,Augusta Gold Corp,$,1.05,Lindsay Alan P.,Director,2018-11-12,P,500000,6.98,0.05,25,1276479.053,2000,0,At Loss,74.003
NYSE,WLKP,Westlake Chemical Partners LP,$,24.2,Chao James,"Director, 10% Owner",2018-11-12,P,-,0.07,22.77,227.7,14185703,6.28,7.79,12.55,852.188
NAS,NRC,National Research Corp,$,42.54,K/I/E/Trust Under Agreement 3/,10% Owner,2018-11-12,S,2173,-0.04,40,86.92,5379825,6.35,0.85,30.17,1082.601
AMEX,XPL,Solitario Zinc Corp,$,0.49,HERALD CHRISTOPHER E,President & CEO,2018-11-12,P,5000,0.31,0.3,1.5,1600000,63.33,0,At Loss,28.879
AMEX,CMT,Core Molding Technologies Inc,$,9.42,HELLMOLD RALPH O,Director,2018-11-12,P,6000,29.62,7.78,46.68,26257,21.08,0,24.79,76.145
NAS,ADTN,Adtran Inc,$,21.47,Wilson James Denson Jr,SVP Technology & Strategy,2018-11-12,S,3083,-16.13,13.77,42.4529,16032.464,55.92,1.68,536.77,1045.158
NAS,NEO,NeoGenomics Inc,$,40.03,SHOVLIN ROBERT J.,"President, Clinical Services",2018-11-12,S,216493,-63.7,17,3680.38,123391,135.47,0,111.2,4928.590
NYSE,EQR,Equity Residential,$,86.04,NEITHERCUT DAVID J,CEO,2018-11-12,S,44562,-28.59,67.79,3020.86,111317,26.92,2.8,30.53,32266.397
NAS,BGNE,BeiGene Ltd,$,364.54,Peterson Amy C.,"CMO, Immuno-oncology",2018-11-12,S,40000,-17.05,120.2,4808,194569,203.28,0,At Loss,34838.559
NAS,CARG,CarGurus Inc,$,37.9,Zales Samuel,COO,2018-11-12,S,15000,-24.5,41.39,620.85,46232,-8.43,0,42.66,4460.194
NYSE,UDR,UDR Inc,$,56.15,Troupe Warren L,Senior Exec VP,2018-11-12,S,-,-1.82,41.29,412.9,539634,35.99,2.58,280.76,17360.817
NYSE,MTD,Mettler-Toledo International Inc,$,1552.07,Kelly Michael A,Director,2018-11-12,S,2600,-64.13,603.82,1569.93,1454,157.04,0,48.66,35675.346
NYSE,ETR,Entergy Corp,$,105.95,HINNENKAMP PAUL D,EVP & COO,2018-11-12,S,6000,-19.15,86,516,25332,23.2,3.63,17.12,21293.966
NYSE,ETR,Entergy Corp,$,105.95,FISACKERLY HALEY,"""Officer"" Under Sec 16 Rules",2018-11-12,S,4900,-49.52,87,426.3,4994,21.78,3.63,17.12,21293.966
NAS,XBIT,XBiotech Inc,$,12.67,MCKENZIE W  THORPE,"Director, 10% Owner",2018-11-12,P,2900,0.08,3.74,10.846,3513000,238.77,0,At Loss,385.159
NAS,NFLX,Netflix Inc,$,678.8,WELLS DAVID B,CFO,2018-11-12,S,1000,-100,299.77,299.77,0,126.44,0,61.16,300675.950
NAS,FSCT,ForeScout Technologies Inc,$,28.99,DeCesare Michael,CEO & President,2018-11-12,S,10139,-3.11,27.05,274.26,316098,7.17,0,At Loss,1441.150
NAS,BRKS,Brooks Automation Inc,$,119.53,Jarzynka David,"Sr. VP, General Manager",2018-11-12,S,27896,-61.1,30.93,862.823,17760,286.45,0.33,80.21,8886.704
NYSE,PRO,Pros Holdings Inc,$,38.04,Reiner Andres,President & CEO,2018-11-12,S,-,-2.3,31.37,313.7,425399,21.26,0,At Loss,1688.679
NAS,ILMN,Illumina Inc,$,379.34,Ronaghi Mostafa,Sr VP & CTO,2018-11-12,S,-,-12.56,314.63,3146.3,69612,20.57,0,62.29,59290.843
NAS,LOPE,Grand Canyon Education Inc,$,77.6,Mildenhall Joseph N,Chief Information Officer,2018-11-12,S,5000,-5.92,127.12,635.6,79402,-38.96,0,13.54,3109.713
NAS,LAMR,Lamar Advertising Co,$,114.17,ISTRE KEITH A,CFO,2018-11-12,S,20791,-13.39,76.64,1593.42,134472,48.97,2.63,30.94,11558.512
NAS,LOPE,Grand Canyon Education Inc,$,77.6,BACHUS DANIEL E,CFO,2018-11-12,S,15000,-12.66,127,1905,103523,-38.9,0,13.54,3109.713
NAS,TACT,Transact Technologies Inc,$,11.2,TANAKA GRAHAM Y,Director,2018-11-12,S,12611,-6.92,12.25,154.485,169760,-8.57,0,At Loss,110.154
NYSE,HBI,Hanesbrands Inc,$,17.07,Mathews Jessica Tuchman,Director,2018-11-12,S,2115,-1.39,16.54,34.9821,150025,3.2,3.51,At Loss,5960.921
NAS,LOPE,Grand Canyon Education Inc,$,77.6,Meyer William Stan,COO,2018-11-12,S,15000,-13.44,127,1905,96611,-38.9,0,13.54,3109.713
NYSE,LEAF,Leaf Group Ltd,$,8.49,MORIARTY SEAN P,CEO,2018-11-12,S,9102,-1.52,8.74,79.5515,591285,-2.86,0,At Loss,305.912
NYSE,FIT,Fitbit Inc,$,6.93,MISSAN ANDY,"EVP, General Counsel, Sect.",2018-11-12,S,7500,-4.14,5.77,43.275,173861,20.1,0,At Loss,1888.206
NAS,LOPE,Grand Canyon Education Inc,$,77.6,MUELLER BRIAN E,CEO,2018-11-12,S,30000,-9.73,127,3810,278339,-38.9,0,13.54,3109.713
NAS,NBIX,Neurocrine Biosciences Inc,$,86.02,POPS RICHARD F,Director,2018-11-12,S,4123,-10.92,103.3,425.906,33636,-16.73,0,18.84,8160.432
NAS,DISCA,Discovery Inc,$,25.26,Leavy David,Chief Corp Ops & Comms Officer,2018-11-12,S,39278,-87.68,31.65,1243.15,5521,-20.19,0,13.44,12672.168
NYSE,GDOT,Green Dot Corp,$,39.94,Archer Kuan,COO,2018-11-12,S,9563,-4.38,81.32,777.663,208894,-50.89,0,67.69,2184.053
NAS,VCYT,Veracyte Inc,$,49.3,Anderson Bonnie H,Chairman and CEO,2018-11-12,S,23305,-13.32,13.42,312.753,151626,267.36,0,At Loss,3502.422
NAS,MEET,The Meet Group Inc,$,6.29,Rhodes Spencer Garrett,Director,2018-11-12,P,11985,17.5,3.77,45.1834,80466,66.84,0,28.36,458.260
